,X-Coordinate,Y-Coordinate,Diameter,Close to Fibroblast,Inertia
0,1207.247802734375,1418.07861328125,15.079955101013184,Yes,0.34000000000000014
1,764.690673828125,1380.95458984375,13.326099395751953,No,0.35000000000000014
2,473.6084899902344,1366.2908935546875,12.899454116821289,Yes,0.09999999999999999
3,1254.588134765625,1340.2384033203125,21.542936325073242,Yes,0.3900000000000002
4,1651.5118408203125,1270.53955078125,16.960338592529297,No,0.11999999999999998
5,885.9176635742188,1069.0472412109375,13.992995262145996,No,0.11999999999999998
6,554.56982421875,1054.6134033203125,15.34441089630127,No,0.48000000000000026
7,1718.63720703125,987.8706665039062,16.43335723876953,No,0.13999999999999999
8,222.76368713378906,911.9953002929688,11.659137725830078,Yes,0.5000000000000002
9,185.551025390625,837.6693725585938,12.351430892944336,No,0.34000000000000014
10,423.2100830078125,791.0560302734375,12.250555992126465,No,0.5500000000000003
11,1780.6258544921875,712.2279052734375,14.686264038085938,Yes,0.18000000000000002
12,126.22649383544922,632.3367309570312,17.056856155395508,No,0.20000000000000004
13,238.06033325195312,535.6138916015625,12.802069664001465,Yes,0.24000000000000007
14,72.768798828125,535.169921875,15.665925025939941,Yes,0.23000000000000007
15,1003.8367919921875,490.4462890625,12.281657218933105,No,0.25000000000000006
16,277.6360168457031,458.9620056152344,13.653846740722656,Yes,0.2800000000000001
17,500.6054992675781,344.6778869628906,14.601950645446777,Yes,0.24000000000000007
18,7.173579216003418,263.479248046875,11.692197799682617,No,0.36000000000000015
19,739.052978515625,127.42523193359375,11.991846084594727,Yes,0.5100000000000002
20,441.93890380859375,100.29850006103516,21.421663284301758,Yes,0.13999999999999999
21,307.85089111328125,47.14653015136719,15.798864364624023,Yes,0.49000000000000027
22,686.5777587890625,12.559788703918457,13.985418319702148,Yes,0.35000000000000014
